id,sentiment,text
7853,Neutral,RT @FrankLuntz: Greta's viewers overwhelmingly picked @CarlyFiorina as the winner of tonight's early #GOPDebate. http://t.co/quUDXKxdrs
7854,Negative,"RT @HarboTweets: ""I am the only candidate that would make a suitable cartoon villain.""
#Trump #GOPDebate"
7855,Negative,How did Fox manage to suck its own dick while giving a rim job to Facebook and jerking off Donald trump at the same time? #GOPDebate
7856,Neutral,"#GOPDebate Mentions
Hillary/Clinton 21
ISIS 21
Jobs 20
Trump 17
Obama 13
Economy 10
Planned Parenthood 7
Obamacare 7
Reagan 6
Middle Class 2"
7857,Neutral,"RT @IndyUSA: This was @HillaryClinton’s response to the #GOPDebate - courtesy of @KimKardashian
 http://t.co/MUfdCn2tmR http://t.co/8Ekmkel…"
7858,Negative,"Yes, as a matter of fact. It IS all about the Donald. His feelers got hurt. He lashes out. Not a very presidential look.
#GOPDebate"
7859,Neutral,"""One Fish, Two Fish, Red Fish, Racist"" - Dr. Seuss's review of the #GOPDebate"
7860,Positive,Must admire @megynkelly for asking tough questions of all candidates and standing up for her fellow women. Proud of her. #gopdebate
7861,Neutral,"RT @FrankLuntz: Jeb Bush: “There should be a path for immigrants to stay here – not amnesty, but earned legal status.""

#GOPDebate"
7862,Negative,Oh good lord... #Stefon is a prophet! #GOPDebate #OMGOP  https://t.co/aALY6CqzdX
7863,Negative,I'm pretty sure Donald trump just said that he couldn't be held responsible for what he says in social media #GOPDebate
7864,Negative,Had VERY weird/slightly scary dreams last night and I'm blaming the #GOPDebate
7865,Positive,"Miss the format of CNN/YouTube #presidentialdebate of 07! So fun, informative--bring them back! #GOPDebate #DemDebate http://t.co/6NjA6P36UL"
7866,Positive,Christie with the #1 slam of the #GOPDebate http://t.co/4P1vQtIwXf
7867,Negative,"Passion is a good leadership trait to have. But it has to be sensible, not unhinged. #GOPDebate #tcot #DonaldTrump"
7868,Negative,"Honestly, the candidates that have all the money from establishment #GOP are a sign I shouldn't support them.
#GOPDebate"
7869,Neutral,"Last night, my TV watching involved plenty of laughter (#GOPDebate) and some tears (#JonVoyage). What an emotional night of TV!"
7870,Positive,@RandPaul did what the whole field should have done and went on the offensive against Trump and Christie. #GOPDebate
7871,Positive,RT @DrMwba: Tell the bimbo to shut the F up #DonaldTrump! Hahahaha #GOPDebate
7872,Neutral,The #GOPDebate tho! #NoWords
7873,Positive,Morning after: @marcorubio and @CarlyFiorina were the stars yesterday. @JohnKasich as runner-up. #GOPDebate
7874,Positive,Classic! @ChrisCarleyShow @FoxNews @msnbc #GOPDebate
7875,Negative,"RT @rodimusprime: So you ask about #BlackLivesMatter and then Straight Out of Compton commercial is up next? 

Product placement? #GOPDebate"
7876,Negative,RT @gnudarwin: Is Trump The Democrat ‘Wolf’ In GOP Clothing?  http://t.co/EBwX3o9OeU #standwithrand #gopdebate
7877,Neutral,All joking aside this election is extremely important and needs drastically smarter attention and issue education #GOPDebate
7878,Negative,"best part of #GOPDebate was @ScottWalker awkwardly nodding when he was in the side of a shot like ""Oh shit, I'm on camera, act like a human"""
7879,Negative,#Rand2016 did not survive proof reading his dad's newsletters as a kid. #GOPDebate #FoxDebate #HugsNotDrugs
7880,Negative,RT @PhillyD: Ted Cruz just looks untrustworthy. It looks like even his eyebrows don't trust him. #GOPDebate
7881,Negative,"""Nevermore, Gipper"" -Ronald Raven #GOPDebate"
7882,Negative,"RT @goldietaylor: Oh, hell. Just take a drink. #GOPDebate #BNRDebates http://t.co/EbqT2lJMw4"
7883,Negative,"Caught up on the #GOPDebate. It was an hour of Frankensteins singing ""Puttin' on the Ritz""."
7884,Negative,"quite frankly, the most disturbing thing about last night's debate was having to look at the terrible adobo tinged tans. #GOPDebate"
7885,Neutral,An unconventional way to watch the #GOPdebate  http://t.co/IrzH4232Tp
7886,Neutral,"Goodness, @CharmaineYoest &amp; I were there and didn't quite see the crowd reaction to support these numbers #GOPDebate https://t.co/a6QxUnKLOH"
7887,Negative,"Also, obviously John Kasich doesn't have a chance because he, for the most part, sounds like a reasonable human being. #GOPDebate"
7888,Negative,"RT @goldengateblond: ""It's only by the blood of Jesus Christ and cash from the Koch brothers that my sins are redeemed."" -- Scott Walker, c…"
7889,Neutral,RT @rikardorichards: #DonaldTrump and #JebBush clash over their respective plans for the #MiddleEast #GOPDebate http://t.co/zc1793pjGz
7890,Neutral,#GOPDebate Never lose focus on the truly important issues #DefundPP &amp; #PraytoEndAbortion http://t.co/OxIoW3YjS4
7891,Neutral,RT @RedheadAndRight: Meet the new darling of the left 》 Megyn Gotcha Kelly. #GOPDebate @FoxNews #DonaldTrump #MegynKelly
7892,Negative,"RT @ChrisJZullo: Last night they could have have raised their hands. I'm a spoiled billionaire, I'm an oligarch, I'm a racist, I'm a religi…"
7893,Negative,RT @laprofe63: #WishfulThinking! #GOPDebate showed quite plainly how NOT prepared any of those men (+1 woman) are 2 lead nation. https://t.…
7894,Negative,"RT @rumpfshaker: ""I have never gone bankrupt,"" says Trump who has multiple businesses that went thru bankruptcy, screwed creditors out of m…"
7895,Negative,"RT @monaeltahawy: #GOPDebates misogyny no surprise considering 10 men on a stage, pontificating about our bodies #WhereRWomen http://t.co/L…"
7896,Negative,"RT @Lrihendry: #WakeUpAmerica

Fox #GOPDebates freezes out #TedCruz for 44 minutes! 

http://t.co/OPdkTmBMLY

#fair
#tcot http://t.co/EfHEw…"
7897,Negative,"RT @Lrihendry: #WakeUpAmerica

Fox #GOPDebates freezes out #TedCruz for 44 minutes! 

http://t.co/OPdkTmBMLY

#fair
#tcot http://t.co/EfHEw…"
7898,Negative,"RT @Lrihendry: #WakeUpAmerica

Fox #GOPDebates freezes out #TedCruz for 44 minutes! 

http://t.co/OPdkTmBMLY

#fair
#tcot http://t.co/EfHEw…"
7899,Negative,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates
7900,Neutral,WATCH: Who had the strongest moments and biggest losses at the #GOPDebates? http://t.co/vw1ovG7G32
7901,Neutral,"#WakeUpAmerica

Fox #GOPDebates freezes out #TedCruz for 44 minutes! 

http://t.co/OPdkTmBMLY

#fair
#tcot http://t.co/EfHEwOerPX"
7902,Positive,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
7903,Negative,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…"
7904,Negative,Does anyone think Dr. Carson or Huckabee deserve to be in the next debate more than Carly Fiorina? Because you're wrong #GOPDebates #tcot
7905,Neutral,"@DoriaBiddle #GOPDebates I have friends visiting from Japan (they speak English) and they are HORRIFIED + keep asking, ""How?"""
7906,Positive,RT @Lisa_Luerssen: 1st place Fiorina. 2nd place Jindal. #GOPDebates
7907,Neutral,"“@FoxNews: WATCH: Who had the strongest moments and biggest losses at the #GOPDebates? http://t.co/jL5DiJPXyF”
Losses. Megan Kelly"
7908,Neutral,Biggest Loss #FoxNews RT @FoxNews: WATCH: Who had the strongest moments and biggest losses at the #GOPDebates? http://t.co/EPWxeDtun1
7909,Neutral,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates"
7910,Neutral,I didn't watch the #GOPDebates the memes are good Friday fun. :)
7911,Negative,"RT @Rightwingpolok: Who had the MOST face time in the #GOPDebates? Why @megynkelly , of course. Is she running for something?She needs to.S…"
7912,Negative,"Sage advice for candidates on and off the debate stage!!!

#GOPDebates  #GOPHypocrisy  #p2  #tcot  #GorillaPig1... http://t.co/Fu6JOSo9Yd"
7913,Positive,RT @DoriaBiddle: The #GOPDebates were everything we could have hoped for and less.
7914,Neutral,"RT @FearDept: Sen. Perry calls for ""aviation assets"" (means spy drones) that ""identify what individuals are doing"" 24/7 #GOPDebates http://…"
7915,Negative,The #GOPDebates were everything we could have hoped for and less.
7916,Neutral,Why do I seem to be the only one that doesn't think Trump did well in the #GOPDebates ? I think the questions were fair and relevant. #tcot
7917,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
7918,Positive,"@kimguilfoyle Exceptional candidates in crowded field:almost all qualified for president, VP, or cabinet appointee #GOPDebates #RoadTo2016"
7919,Neutral,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
7920,Negative,"&gt;#GOPDebates
&gt;Trump says he's actually a zombie
&gt;Poll numbers skyrocket
&gt;American public dies immediately, still applauding as he eats them"
7921,Neutral,"RT @goconstance: #LOL #LMFAO #Repost @alecmapa with repostapp.
・・・
The official Democratic response to the #GOPDebates https://t.co/sGJDeb3…"
7922,Negative,My twitter time line has diverse people. EVERYONE was dogging @FOXNEWS and @megynkelly ALL NIGHT LONG. STILL GOING AND GOING. #GOPDEBATES
7923,Negative,"#LOL #LMFAO #Repost @alecmapa with repostapp.
・・・
The official Democratic response to the #GOPDebates https://t.co/sGJDeb3ujm"
7924,Positive,RT @monaeltahawy: Love Liza's cartoons! #GOPDebates  https://t.co/VkhQN0s7N4
7925,Negative,People overanalyze #GOPDebates. Surprising how horrible policies sound completely reasonable in soundbites.
7926,Negative,RT @LadiesForTrump: Replace #MegynKelly w/#RosieODonnell 4 Next #FoxNewsDebate... #TrumpIsRight #GOPDebates #TrumpTrain2016 #ActOfLove http…
7927,Negative,"RT @Rightwingpolok: Who had the MOST face time in the #GOPDebates? Why @megynkelly , of course. Is she running for something?She needs to.S…"
7928,Neutral,re: #GOPDebates in Cleveland https://t.co/RvPxm2IeYi
7929,Negative,Like The #GOPDebates Last Night - It Trended Than Fizzled
7930,Negative,"Who had the MOST face time in the #GOPDebates? Why @megynkelly , of course. Is she running for something?She needs to.She's not a journalist"
7931,Neutral,RT @steinhauserNH1: 2016 Watch: @NH1News back at #PHL less than 24 hours later. #NH bound after Cleveland #GOPDebates #nhpolitics #fitn htt…
7932,Neutral,RT @steinhauserNH1: 2016 Watch: @NH1News says goodbye to Cleveland; see you in a year for the RNC #GOPDebates #nhpolitics #fitn http://t.co…
7933,Neutral,RT @steinhauserNH1: 2016 Watch: @NH1News says goodbye to Cleveland; see you in a year for the RNC #GOPDebates #nhpolitics #fitn http://t.co…
7934,Negative,RT @monaeltahawy: Can someone tell me why Ben Carson is carrying water for people who will barely let him speak? Racism much? #GOPDebates
7935,Positive,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…"
7936,Positive,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
7937,Negative,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
7938,Negative,RT @Muxywithmoxie: Walker Emerges as Leading Candidate to Run Enterprise Rent-A-Car Branch http://t.co/X6QA8MUTa7 #GOPDebates
7939,Negative,RT @Muxywithmoxie: Walker Emerges as Leading Candidate to Run Enterprise Rent-A-Car Branch http://t.co/X6QA8MUTa7 #GOPDebates
7940,Neutral,RT @Muxywithmoxie: Walker Emerges as Leading Candidate to Run Enterprise Rent-A-Car Branch http://t.co/X6QA8MUTa7 #GOPDebates
7941,Positive,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates
7942,Negative,"Last night 2 #GOPdebates proved the Right is against: science, health care, gays, women, civility, reality, or sanity."
7943,Neutral,RT @ericstonestreet: Trump has Cam hands. #GOPDebates
7944,Negative,"Sen. Perry calls for ""aviation assets"" (means spy drones) that ""identify what individuals are doing"" 24/7 #GOPDebates http://t.co/ipbSIczyIN"
7945,Positive,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.
7946,Negative,RT @RWSurferGirl: A big problem facing Democrats will be how to get Hillary sober long enough for her to debate? #toot #GOPDebates
7947,Neutral,"Morrissey foreshadowed the character of the #GOPDebates: ""If it's not love, then it's the bomb that will bring us together."""
7948,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
7949,Positive,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates
7950,Negative,@DonnieWahlberg #GOPDebates were pathetic with no realistic solutions. I got drunk with my husband playing the GOPDebates drinking game.
7951,Neutral,RT @joeykramer: @Aerosmith Headed out to the #GOPDebates in Cleveland should be interesting #MotleyCrue
7952,Negative,The #GOPdebates in a nutshell... http://t.co/5UwVybTuB3
7953,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
7954,Positive,"@CarlyFiorina trumped 16 candidates,cleared 5 Fox hounds in 2 #GOPDebates  on 1 night in high heels. No sweat. #tcot https://t.co/bwbOTEVnXe"
7955,Negative,@FoxNews the #GOPdebates made me want to vote for Trump as a 3rd party candidate and I don't even like Trump #outnumbered
7956,Negative,"If I wanted to see grown men throw hissy fits, I would watch Will &amp; Grace. #GOPDebates"
7957,Negative,"Donald Trump gets called out for sexism at #GOPDebates, goes on Twitter after and calls Megyn Kelly a bimbo. Wow.

http://t.co/kfakVv5TKw"
7958,Negative,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates
7959,Negative,RT @Kaore: Want to help small businesses Rubio? Protect them from greedy landlords and unfair rent practices.  #GOPDebates
7960,Positive,Love Liza's cartoons! #GOPDebates  https://t.co/VkhQN0s7N4
7961,Negative,"RT @RWSurferGirl: I am wondering what Fox is up to with THIS debate -- get rid of Trump, Paul, Cruz, Carson? 🇺🇸 #GOPDebates  #GOPDebate"
7962,Negative,"Chris Christie: If His Lips Are Moving, He's Still Lying https://t.co/4bh9A04MJd via @sharethis #GOPDebates  #ChrisChristie #elchubbo"
7963,Negative,This was me and my crew after the debates last night 😂😂 #GOPDebates #Republicans #Democrats #Trump… https://t.co/gXki90c6vS
7964,Neutral,RT @KateAronoff: FYI US defense spending compared to other countries #GOPDebates http://t.co/0l8Ct4fgCO
7965,Neutral,RT @KateAronoff: FYI US defense spending compared to other countries #GOPDebates http://t.co/0l8Ct4fgCO
